id,status,plan,scale,login_status,inbound,taishu_tenpyo,cnt_brand,cnt_cp,cp_brand,cnt_store,avg_store_info,media_library,cnt_category,bt_resto,bt_retail,bt_hotel,bt_salon,bt_activity,bt_other,rev,rev_posi,rev_nega,rev_mix,rev_none,rev_avg_comment,rev_avg_rate,rev_avg_uuser,lang_ja,lang_en,lang_ko,lang_ch_han,lang_ch_kan,lang_thai,lang_other,st_google,st_trip_advisor,st_tabelog,st_retty,st_hot_pepper_gourmet,st_gnavi,st_hot_pepper_beauty,st_yahoo_loco,st_asoview,st_demaecan,st_ikyu,st_ozmall,st_tribeau,st_clinic,q_pos,q_neg,q_neu,s_pos,s_neg,s_neu,c_pos,c_neg,c_neu,a_pos,a_neg,a_neu,un_pos,un_neg,un_neu,photo,rep,rep_posi,rep_nega,rep_mix,rep_none,rep_avg_comment,rep_avg_rate,rep_avg_uuser,weekly,monthly,wday_index,now,scheduled,tw,fb,in,web,call,direction,pv_search_pc,pv_map_pc,pv_search_sp,pv_map_sp,chat,booking,orders,search,search_per_keyword,cnt_keywords,post_total,post_sns,reaction,pv_total
37556,high_touch,enterprise,medium,1日以内,1,0,2,3,3,9,81,4,1,0,2,0,0,0,0,8832,1845,459,221,5319,38,4,65,2540,343,298,217,32,16,75,8832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616,0,0,0,0,0,0,0,0,9,0,0,14,1,0,0,0,1516702,333988,3395096,3414305,928774,14820863,9434986,0,0,0,30135,66297,248553,24,0,5245786,28598928
11453,low_touch,enterprise,large,3日以内,0,0,6,0,0,61,160,258,4,6,0,0,0,0,0,5023,2442,308,576,1451,122,4,3,24,8,0,2,1,0,0,2231,13,2607,1,0,0,0,0,0,0,49,122,0,0,4383,871,162,1108,739,13,29,33,1,940,107,5,5533,882,1120,19212,176,71,28,24,46,144,3,2,23,4,8,5,4,0,0,0,693821,347591,366481,2638642,549809,19503563,12437551,20,27030,10,59688,343554,367114,44,0,1407893,35129565
32935,tech_touch,growth,small,30日以内,1,1,1,0,0,1,661,1,1,1,0,0,0,0,0,264,173,23,27,32,109,4,5,209,4,2,2,14,0,2,73,2,81,0,85,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,65,32,4,7,17,143,4,5,60,0,0,0,0,0,0,0,8307,1496,2513,33810,5335,402126,122425,0,31,0,335582,1517187,3406559,60,0,12316,563696
38614,low_touch,enterprise,medium,NA,0,0,2,0,0,50,0,0,6,1,1,0,0,0,0,172,58,25,20,56,77,4,2,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13213,5351,43168,118129,31372,622823,502582,0,0,0,19435,94555,288971,0,0,61732,1274906
22639,high_touch,enterprise,larger,1日以内,1,0,10,3201,6,3818,55,574,2,0,10,0,0,0,0,178040,42927,17502,9650,93296,30,4,3,75705,6094,530,2338,305,50,1223,163439,0,0,0,0,0,0,14601,0,0,0,0,0,0,405,360,51,878,2661,17,44,38,0,81,36,5,8614,5318,5774,105972,0,0,0,0,0,0,0,0,0,0,560,9,109,0,0,0,2935013,7760062,27662244,45047552,18709793,470227957,525825954,63,0,0,51600,265910,571656,678,0,38357319,1059811256
5203,low_touch,growth,medium,1日以内,0,0,6,0,0,23,309,135,8,6,0,0,0,0,0,2549,1336,97,119,891,69,4,4,0,0,0,0,0,0,0,1750,2,491,27,231,0,0,43,0,5,0,0,0,0,1443,192,33,493,93,1,7,5,0,188,23,2,1704,245,439,3553,2500,1047,93,115,1170,42,4,3,0,0,0,183,18,0,0,0,98462,37402,111702,859398,199322,3842024,3477477,7,1800,0,254095,1384604,3204643,201,0,247566,8378221
37563,high_touch,enterprise,larger,1日以内,0,0,2,369,13,428,334,3,1,0,2,0,0,0,0,20452,10282,1991,768,5838,62,4,3,916,0,0,0,0,0,0,16183,0,0,0,0,0,0,4269,0,0,0,0,0,0,13,5,0,86,13,0,1,0,0,5,0,0,865,108,283,18296,16763,7564,1839,541,6012,53,4,2,0,0,0,9,2,0,0,0,1001665,2650533,3402402,7935246,8993410,36784531,160447452,2,0,0,4736,96352,167991,11,0,7054600,214160639
10429,tech_touch,growth,small,61日以上,0,0,1,0,0,1,736,1,1,0,0,0,1,0,0,49,38,4,2,4,159,4,3,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,21,0,0,0,0,1,0,0,91,21,3,0,79,66,6,4,2,131,4,3,0,0,0,0,0,0,0,0,17001,5668,6163,65179,5708,276548,67238,2,0,0,52431,208736,414157,0,0,28832,414673
37263,tech_touch,growth,small,7日以内,1,1,1,0,0,1,694,3,1,0,0,0,0,0,1,93,85,0,0,6,153,5,6,8,25,1,41,8,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,95,86,0,0,7,143,5,5,0,0,0,0,6,0,0,0,5534,272,4794,56380,13119,166146,100007,0,0,0,251152,964766,2812659,6,0,10600,335652
1156,tech_touch,growth,small,61日以上,0,0,1,0,0,5,2,1,2,0,0,0,1,0,0,95,14,1,3,77,107,5,2,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,40,5,0,0,0,0,5,0,0,79,18,10,51,1,1,0,0,0,63,5,1,0,0,0,0,0,0,0,0,39922,63745,61732,103390,18613,383365,267748,0,0,0,384194,1599313,3110270,0,0,165399,773116
23794,tech_touch,growth,medium,1日以内,0,0,9,0,0,9,37,4,1,4,3,0,2,0,0,148,75,7,15,39,139,4,2,0,0,0,0,0,0,0,117,0,29,1,0,0,0,1,0,0,0,0,0,0,122,14,3,14,11,1,0,0,0,20,0,0,222,32,58,119,38,37,0,0,1,104,5,4,0,0,0,3,0,0,0,0,594,14,814,1112,241,5395,1562,0,0,0,18089,23727,169958,3,0,1422,8310
12244,high_touch,enterprise,larger,1日以内,0,0,5,48,19,122,132,493,9,0,5,0,0,0,0,5481,1079,941,359,2705,70,3,4,0,0,0,0,0,0,0,5326,0,0,0,0,0,0,155,0,0,0,0,0,0,241,253,24,348,968,7,18,30,0,31,14,0,3294,2562,2040,7999,5191,1172,919,399,2271,72,4,3,31,0,76,108,64,0,0,0,749512,619207,3136480,6867795,5452540,38603175,82656835,54,0,0,129095,341165,429982,279,0,4505199,133580345
30064,high_touch,growth,large,7日以内,0,0,6,0,0,72,36,35,4,6,0,0,0,0,0,3202,715,335,171,1923,37,4,1,53,0,0,0,0,0,0,187,0,85,2,0,0,0,15,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,59,28,8,9,9,91,4,2,0,0,0,0,7,0,0,0,149049,70350,106651,388174,68418,3182054,1234051,0,0,0,27503,121522,366758,7,0,326050,4872697
2542,low_touch,growth,medium,1日以内,0,0,11,0,0,25,289,15,4,11,0,0,0,0,0,8303,4674,278,837,1869,174,4,7,219,42,5,31,1,0,0,1754,5,5193,91,0,0,0,36,0,88,419,717,0,0,11919,1115,703,2694,1069,21,90,25,1,1765,245,36,13042,1335,3966,31393,2148,887,111,195,857,112,4,3,0,0,0,0,0,0,0,0,540065,248681,581439,2303036,420415,10963287,6326468,0,6441,121,101976,471427,636009,0,0,1370185,20013206
40031,high_touch,enterprise,larger,1日以内,0,0,1,1,1,2078,37,0,2,0,0,0,0,0,1,30652,7853,6773,1271,13665,54,3,2,33,0,0,0,0,0,0,30652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8768,18985,5248,3217,736,9037,44,3,2,0,0,0,0,0,0,0,0,4634171,8871081,4531523,23500441,13507681,111926827,142375971,123,0,0,776251,596662,2692231,0,0,18036775,291310920
11651,low_touch,enterprise,medium,1日以内,0,0,12,26,25,32,182,103,3,12,0,0,0,0,0,4626,2030,453,604,1238,119,4,5,117,1,0,3,0,0,2,2868,8,1401,96,81,0,0,59,0,113,0,0,0,0,4961,1300,285,383,630,28,48,48,1,274,74,5,4732,1404,1748,10305,3199,1236,361,409,1048,89,4,4,135,0,0,5,16,0,0,0,101438,10919,115655,836703,192039,6489440,6147367,12,178,0,176560,488647,1799109,156,0,228012,13665549
21189,tech_touch,growth,small,7日以内,0,0,1,0,0,1,0,152,1,0,0,0,0,0,1,27,9,1,2,10,35,5,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,0,12,4,8,246,1,0,1,0,0,36,2,1,0,0,0,57,0,0,0,0,9010,1064,13241,46501,3657,172868,34269,0,0,0,87938,179486,561894,57,0,23315,257295
